university;faculty;department;price;preference_discount;preference_price;preference_info
İstanbul Esenyurt Üniversitesi;;Ekonomi ve Finans (İngilizce) (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Endüstriyel Tasarım (%50 İndirimli);312500.0;25;234375.0;A preference discount of 25% is available (price after discount: 234375.0).
İstanbul Esenyurt Üniversitesi;;Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);312500.0;25;234375.0;A preference discount of 25% is available (price after discount: 234375.0).
İstanbul Esenyurt Üniversitesi;;Elektronik Ticaret ve Yönetimi (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Fizyoterapi ve Rehabilitasyon (Fakülte) (%50 İndirimli) (4 Yıllık);325000.0;25;243750.0;A preference discount of 25% is available (price after discount: 243750.0).
İstanbul Esenyurt Üniversitesi;;Gastronomi ve Mutfak Sanatları (Fakülte) (%50 İndirimli) (4 Yıllık);300000.0;25;225000.0;A preference discount of 25% is available (price after discount: 225000.0).
İstanbul Esenyurt Üniversitesi;;Halkla İlişkiler ve Reklamcılık (Fakülte) (%50 İndirimli) (4 Yıllık);300000.0;25;225000.0;A preference discount of 25% is available (price after discount: 225000.0).
İstanbul Esenyurt Üniversitesi;;Havacılık Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Hemşirelik (Fakülte) (%50 İndirimli) (4 Yıllık);325000.0;25;243750.0;A preference discount of 25% is available (price after discount: 243750.0).
İstanbul Esenyurt Üniversitesi;;İç Mimarlık ve Çevre Tasarımı (%50 İndirimli) (4 Yıllık);312500.0;25;234375.0;A preference discount of 25% is available (price after discount: 234375.0).
İstanbul Esenyurt Üniversitesi;;İç Mimarlık (%50 İndirimli) (4 Yıllık);312500.0;25;234375.0;A preference discount of 25% is available (price after discount: 234375.0).
İstanbul Esenyurt Üniversitesi;;İşletme (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;İşletme (İngilizce) (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Lojistik Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Psikoloji (%50 İndirimli) (4 Yıllık);300000.0;25;225000.0;A preference discount of 25% is available (price after discount: 225000.0).
İstanbul Esenyurt Üniversitesi;;Radyo, Televizyon ve Sinema (%50 İndirimli) (4 Yıllık);300000.0;25;225000.0;A preference discount of 25% is available (price after discount: 225000.0).
İstanbul Esenyurt Üniversitesi;;Siyaset Bilimi ve Uluslararası İlişkiler (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Sosyal Hizmet (Fakülte) (%50 İndirimli) (4 Yıllık);325000.0;25;243750.0;A preference discount of 25% is available (price after discount: 243750.0).
İstanbul Esenyurt Üniversitesi;;Sosyoloji (%50 İndirimli) (4 Yıllık);300000.0;25;225000.0;A preference discount of 25% is available (price after discount: 225000.0).
İstanbul Esenyurt Üniversitesi;;Spor Yöneticiliği (%50 İndirimli);237500.0;25;178125.0;A preference discount of 25% is available (price after discount: 178125.0).
İstanbul Esenyurt Üniversitesi;;Uluslararası Ticaret ve Finansman (Fakülte) (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Yazılım Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);312500.0;25;234375.0;A preference discount of 25% is available (price after discount: 234375.0).
İstanbul Esenyurt Üniversitesi;;Yeni Medya ve İletişim (%50 İndirimli) (4 Yıllık);300000.0;25;225000.0;A preference discount of 25% is available (price after discount: 225000.0).
İstanbul Esenyurt Üniversitesi;;Yönetim Bilişim Sistemleri (Fakülte) (%50 İndirimli) (4 Yıllık);275000.0;25;206250.0;A preference discount of 25% is available (price after discount: 206250.0).
İstanbul Esenyurt Üniversitesi;;Ağız ve Diş Sağlığı (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Ameliyathane Hizmetleri (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Anestezi (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Aşçılık (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Akıllı Altyapılar Teknikerliği (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Bankacılık ve Sigortacılık (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Bilgisayar Destekli Tasarım ve Animasyon (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Bilgisayar Programcılığı (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Bilgisayar Teknolojisi (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Bilişim Güvenliği Teknolojisi (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Ceza İnfaz ve Güvenlik Hizmetleri (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Çocuk Gelişimi (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Dış Ticaret (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Diş Protez Teknolojisi (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Elektrik Enerjisi Üretim, İletim ve Dağıtımı (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;E-Ticaret ve Pazarlama (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Evde Hasta Bakımı (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Fizyoterapi (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Gıda Teknolojisi (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Grafik Tasarımı (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Halkla İlişkiler ve Tanıtım (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;İnsansız Hava Aracı Teknolojisi ve Operatörlüğü (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;İlk ve Acil Yardım (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;İnşaat Teknolojisi (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;İnternet ve Ağ Teknolojileri (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;İş Sağlığı ve Güvenliği (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;İşletme Yönetimi (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Lojistik (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Oyun Geliştirme ve Programlama (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Sivil Hava Ulaştırma İşletmeciliği (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Sivil Havacılık Kabin Hizmetleri (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Tıbbi Görüntüleme Teknikleri (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Tıbbi Laboratuvar Teknikleri (%50 İndirimli);200000.0;25;150000.0;A preference discount of 25% is available (price after discount: 150000.0).
İstanbul Esenyurt Üniversitesi;;Turist Rehberliği (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Esenyurt Üniversitesi;;Uçuş Harekat Yöneticliği (%50 İndirimli);175000.0;25;131250.0;A preference discount of 25% is available (price after discount: 131250.0).
İstanbul Gedik Üniversitesi;;Beslenme ve Diyetetik (Fakülte) (%50 İndirimli) (4 Yıllık);400000.0;20;320000.0;A preference discount of 20% is available (price after discount: 320000.0).
İstanbul Gedik Üniversitesi;;Bilgisayar Mühendisliği (%50 İndirimli) (4 Yıllık);480000.0;20;384000.0;A preference discount of 20% is available (price after discount: 384000.0).
İstanbul Gedik Üniversitesi;;Çocuk Gelişimi (Fakülte) (%50 İndirimli) (4 Yıllık);325000.0;20;260000.0;A preference discount of 20% is available (price after discount: 260000.0).
İstanbul Gedik Üniversitesi;;Dijital Oyun Tasarımı (%50 İndirimli) (4 Yıllık);356250.0;20;285000.0;A preference discount of 20% is available (price after discount: 285000.0).
İstanbul Gedik Üniversitesi;;Endüstri Mühendisliği (%50 İndirimli) (4 Yıllık);325000.0;20;260000.0;A preference discount of 20% is available (price after discount: 260000.0).
İstanbul Gedik Üniversitesi;;Fizyoterapi ve Rehabilitasyon (Fakülte) (%50 İndirimli) (4 Yıllık);400000.0;20;320000.0;A preference discount of 20% is available (price after discount: 320000.0).
İstanbul Gedik Üniversitesi;;Gastronomi ve Mutfak Sanatları (Fakülte) (%50 İndirimli) (4 Yıllık);356250.0;20;285000.0;A preference discount of 20% is available (price after discount: 285000.0).
İstanbul Gedik Üniversitesi;;Görsel İletişim Tasarımı (%50 İndirimli) (4 Yıllık);337500.0;20;270000.0;A preference discount of 20% is available (price after discount: 270000.0).
İstanbul Gedik Üniversitesi;;Hemşirelik (Fakülte) (%50 İndirimli) (4 Yıllık);400000.0;20;320000.0;A preference discount of 20% is available (price after discount: 320000.0).
İstanbul Gedik Üniversitesi;;Hukuk (%50 İndirimli) (4 Yıllık);400000.0;20;320000.0;A preference discount of 20% is available (price after discount: 320000.0).
İstanbul Gedik Üniversitesi;;İç Mimarlık ve Çevre Tasarımı (%50 İndirimli) (4 Yıllık);375000.0;20;300000.0;A preference discount of 20% is available (price after discount: 300000.0).
İstanbul Gedik Üniversitesi;;İşletme (%50 İndirimli) (4 Yıllık);275000.0;20;220000.0;A preference discount of 20% is available (price after discount: 220000.0).
İstanbul Gedik Üniversitesi;;Malzeme Bilimi ve Nanoteknoloji Mühendisliği (%50 İndirimli);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Mekatronik Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);287500.0;20;230000.0;A preference discount of 20% is available (price after discount: 230000.0).
İstanbul Gedik Üniversitesi;;Metalurji ve Malzeme Mühendisliği (%50 İndirimli) (4 Yıllık);;20;;A preference discount of 20% is available.
İstanbul Gedik Üniversitesi;;Mimarlık (%50 İndirimli) (4 Yıllık);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Nanoteknoloji Mühendisliği (%50 İndirimli) (4 Yıllık);;20;;A preference discount of 20% is available.
İstanbul Gedik Üniversitesi;;Psikoloji (%50 İndirimli) (4 Yıllık);450000.0;20;360000.0;A preference discount of 20% is available (price after discount: 360000.0).
İstanbul Gedik Üniversitesi;;Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (%50 İndirimli) (4 Yıllık);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Spor Yöneticiliği (%50 İndirimli);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Uluslararası Ticaret ve Finansman (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);275000.0;20;220000.0;A preference discount of 20% is available (price after discount: 220000.0).
İstanbul Gedik Üniversitesi;;Uluslararası Ticaret ve Lojistik (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Yazılım Mühendisliği (%50 İndirimli) (4 Yıllık);450000.0;20;360000.0;A preference discount of 20% is available (price after discount: 360000.0).
İstanbul Gedik Üniversitesi;;Yönetim Bilişim Sistemleri (Fakülte) (%50 İndirimli) (4 Yıllık);350000.0;20;280000.0;A preference discount of 20% is available (price after discount: 280000.0).
İstanbul Gedik Üniversitesi;;Anestezi (%50 İndirimli);300000.0;20;240000.0;A preference discount of 20% is available (price after discount: 240000.0).
İstanbul Gedik Üniversitesi;;Ameliyathane Hizmetleri (%50 İndirimli);260000.0;20;208000.0;A preference discount of 20% is available (price after discount: 208000.0).
İstanbul Gedik Üniversitesi;;Aşçılık (%50 İndirimli);300000.0;20;240000.0;A preference discount of 20% is available (price after discount: 240000.0).
İstanbul Gedik Üniversitesi;;Bankacılık ve Sigortacılık (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Bilgisayar Programcılığı (%50 İndirimli);312500.0;20;250000.0;A preference discount of 20% is available (price after discount: 250000.0).
İstanbul Gedik Üniversitesi;;Bilişim Güvenliği Teknolojisi (%50 İndirimli);312500.0;20;250000.0;A preference discount of 20% is available (price after discount: 250000.0).
İstanbul Gedik Üniversitesi;;Biyomedikal Cihaz Teknolojisi (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Çocuk Gelişimi (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Dış Ticaret (İngilizce) (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Elektrik (%50 İndirimli);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Grafik Tasarımı (%50 İndirimli);260000.0;20;208000.0;A preference discount of 20% is available (price after discount: 208000.0).
İstanbul Gedik Üniversitesi;;İlk ve Acil Yardım (%50 İndirimli);260000.0;20;208000.0;A preference discount of 20% is available (price after discount: 208000.0).
İstanbul Gedik Üniversitesi;;İnsan Kaynakları Yönetimi (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;İş Sağlığı ve Güvenliği (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Kaynak Teknolojisi (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Kimya Teknolojisi (%50 İndirimli);260000.0;20;208000.0;A preference discount of 20% is available (price after discount: 208000.0).
İstanbul Gedik Üniversitesi;;Mahkeme Büro Hizmetleri (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Makine (%50 İndirimli);260000.0;20;208000.0;A preference discount of 20% is available (price after discount: 208000.0).
İstanbul Gedik Üniversitesi;;Medya ve İletişim (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Mekatronik (%50 İndirimli);260000.0;20;208000.0;A preference discount of 20% is available (price after discount: 208000.0).
İstanbul Gedik Üniversitesi;;Muhasebe ve Vergi Uygulamaları (%50 İndirimli);225000.0;20;180000.0;A preference discount of 20% is available (price after discount: 180000.0).
İstanbul Gedik Üniversitesi;;Optisyenlik (%50 İndirimli);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Sivil Havacılık Kabin Hizmetleri (%50 İndirimli);300000.0;20;240000.0;A preference discount of 20% is available (price after discount: 240000.0).
İstanbul Gedik Üniversitesi;;Sivil Hava Ulaştırma İşletmeciliği (%50 İndirimli);300000.0;20;240000.0;A preference discount of 20% is available (price after discount: 240000.0).
İstanbul Gedik Üniversitesi;;Su Altı Teknolojisi (%50 İndirimli);312500.0;20;250000.0;A preference discount of 20% is available (price after discount: 250000.0).
İstanbul Gedik Üniversitesi;;Tahribatsız Muayene (%50 İndirimli);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli);250000.0;20;200000.0;A preference discount of 20% is available (price after discount: 200000.0).
İstanbul Gedik Üniversitesi;;Tıbbi Görüntüleme Teknikleri (%50 İndirimli);260000.0;20;208000.0;A preference discount of 20% is available (price after discount: 208000.0).
İstanbul Gedik Üniversitesi;;Yapay Zeka Operatörlüğü (%50 İndirimli);312500.0;20;250000.0;A preference discount of 20% is available (price after discount: 250000.0).
İstanbul Gelişim Üniversitesi;;Bankacılık ve Sigortacılık (Fakülte) (%50 İndirimli) (4 Yıllık);363031.42;10;326728.28;A preference discount of 10% is available (price after discount: 326728.28).
İstanbul Gelişim Üniversitesi;;Beslenme ve Diyetetik (Fakülte) (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;Beslenme ve Diyetetik (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;Bilgisayar Mühendisliği (%50 İndirimli) (4 Yıllık);495847.8;10;446263.02;A preference discount of 10% is available (price after discount: 446263.02).
İstanbul Gelişim Üniversitesi;;Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);495847.8;10;446263.02;A preference discount of 10% is available (price after discount: 446263.02).
İstanbul Gelişim Üniversitesi;;Bilişim Sistemleri ve Teknolojileri (%50 İndirimli);500250.0;10;450225.0;A preference discount of 10% is available (price after discount: 450225.0).
İstanbul Gelişim Üniversitesi;;Çocuk Gelişimi (Fakülte) (%50 İndirimli) (4 Yıllık);371885.85;10;334697.27;A preference discount of 10% is available (price after discount: 334697.27).
İstanbul Gelişim Üniversitesi;;Çocuk Gelişimi (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);371885.85;10;334697.27;A preference discount of 10% is available (price after discount: 334697.27).
İstanbul Gelişim Üniversitesi;;Dil ve Konuşma Terapisi (Fakülte) (%50 İndirimli) (4 Yıllık);398449.12;10;358604.21;A preference discount of 10% is available (price after discount: 358604.21).
İstanbul Gelişim Üniversitesi;;Diş Hekimliği (%50 İndirimli) (5 Yıllık);739500.0;10;665550.0;A preference discount of 10% is available (price after discount: 665550.0).
İstanbul Gelişim Üniversitesi;;Diş Hekimliği (İngilizce) (%50 İndirimli) (5 Yıllık);739500.0;10;665550.0;A preference discount of 10% is available (price after discount: 665550.0).
İstanbul Gelişim Üniversitesi;;Ekonomi ve Finans (%50 İndirimli) (4 Yıllık);354177.0;10;318759.3;A preference discount of 10% is available (price after discount: 318759.3).
İstanbul Gelişim Üniversitesi;;Ekonomi ve Finans (İngilizce) (%50 İndirimli) (4 Yıllık);354177.0;10;318759.3;A preference discount of 10% is available (price after discount: 318759.3).
İstanbul Gelişim Üniversitesi;;Elektrik-Elektronik Mühendisliği (%50 İndirimli) (4 Yıllık);389594.7;10;350635.23;A preference discount of 10% is available (price after discount: 350635.23).
İstanbul Gelişim Üniversitesi;;Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);389594.7;10;350635.23;A preference discount of 10% is available (price after discount: 350635.23).
İstanbul Gelişim Üniversitesi;;Elektronik Ticaret ve Yönetimi (%50 İndirimli) (4 Yıllık);354177.0;10;318759.3;A preference discount of 10% is available (price after discount: 318759.3).
İstanbul Gelişim Üniversitesi;;Endüstri Mühendisliği (%50 İndirimli) (4 Yıllık);389594.7;10;350635.23;A preference discount of 10% is available (price after discount: 350635.23).
İstanbul Gelişim Üniversitesi;;Ergoterapi (%50 İndirimli) (4 Yıllık);371885.85;10;334697.27;A preference discount of 10% is available (price after discount: 334697.27).
İstanbul Gelişim Üniversitesi;;Fizyoterapi ve Rehabilitasyon (Fakülte) (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;Fizyoterapi ve Rehabilitasyon (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;Gastronomi ve Mutfak Sanatları (Fakülte) (%50 İndirimli) (4 Yıllık);486993.37;10;438294.03;A preference discount of 10% is available (price after discount: 438294.03).
İstanbul Gelişim Üniversitesi;;Gastronomi ve Mutfak Sanatları (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);486993.37;10;438294.03;A preference discount of 10% is available (price after discount: 438294.03).
İstanbul Gelişim Üniversitesi;;Halkla İlişkiler ve Reklamcılık (Fakülte) (%50 İndirimli) (4 Yıllık);354177.0;10;318759.3;A preference discount of 10% is available (price after discount: 318759.3).
İstanbul Gelişim Üniversitesi;;Halkla İlişkiler ve Tanıtım (%50 İndirimli) (4 Yıllık);354177.0;10;318759.3;A preference discount of 10% is available (price after discount: 318759.3).
İstanbul Gelişim Üniversitesi;;Havacılık Elektrik ve Elektroniği (Fakülte) (%50 İndirimli) (4 Yıllık);420585.19;10;378526.67;A preference discount of 10% is available (price after discount: 378526.67).
İstanbul Gelişim Üniversitesi;;Havacılık Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);435000.0;10;391500.0;A preference discount of 10% is available (price after discount: 391500.0).
İstanbul Gelişim Üniversitesi;;Havacılık Yönetimi (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);435000.0;10;391500.0;A preference discount of 10% is available (price after discount: 391500.0).
İstanbul Gelişim Üniversitesi;;Hemşirelik (Fakülte) (%25 İndirimli) (4 Yıllık);571110.41;10;513999.37;A preference discount of 10% is available (price after discount: 513999.37).
İstanbul Gelişim Üniversitesi;;Hemşirelik (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;İç Mimarlık ve Çevre Tasarımı (%50 İndirimli) (4 Yıllık);478138.95;10;430325.05;A preference discount of 10% is available (price after discount: 430325.05).
İstanbul Gelişim Üniversitesi;;İç Mimarlık ve Çevre Tasarımı (İngilizce) (%50 İndirimli) (4 Yıllık);478138.95;10;430325.05;A preference discount of 10% is available (price after discount: 430325.05).
İstanbul Gelişim Üniversitesi;;İç Mimarlık (%25 İndirimli) (4 Yıllık);717208.42;10;645487.58;A preference discount of 10% is available (price after discount: 645487.58).
İstanbul Gelişim Üniversitesi;;İngiliz Dili ve Edebiyatı (İngilizce) (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;İngilizce Mütercim ve Tercümanlık (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;İnşaat Mühendisliği (%50 İndirimli) (4 Yıllık);304500.0;10;274050.0;A preference discount of 10% is available (price after discount: 274050.0).
İstanbul Gelişim Üniversitesi;;İnşaat Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık);304500.0;10;274050.0;A preference discount of 10% is available (price after discount: 274050.0).
İstanbul Gelişim Üniversitesi;;İşletme (%50 İndirimli) (4 Yıllık);407303.55;10;366573.2;A preference discount of 10% is available (price after discount: 366573.2).
İstanbul Gelişim Üniversitesi;;İşletme (İngilizce) (%50 İndirimli) (4 Yıllık);407303.55;10;366573.2;A preference discount of 10% is available (price after discount: 366573.2).
İstanbul Gelişim Üniversitesi;;Lojistik Yönetimi (Fakülte) (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;Lojistik Yönetimi (Fakülte) (İngilizce) (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
İstanbul Gelişim Üniversitesi;;Mekatronik Mühendisliği (%50 İndirimli) (4 Yıllık);389594.7;10;350635.23;A preference discount of 10% is available (price after discount: 350635.23).
İstanbul Gelişim Üniversitesi;;Mimarlık (%50 İndirimli) (4 Yıllık);348000.0;10;313200.0;A preference discount of 10% is available (price after discount: 313200.0).
İstanbul Gelişim Üniversitesi;;Mimarlık (İngilizce) (%50 İndirimli) (4 Yıllık);348000.0;10;313200.0;A preference discount of 10% is available (price after discount: 313200.0).
İstanbul Gelişim Üniversitesi;;Odyoloji (Fakülte) (%50 İndirimli) (4 Yıllık);345322.57;10;310790.31;A preference discount of 10% is available (price after discount: 310790.31).
İstanbul Gelişim Üniversitesi;;Perfüzyon (%50 İndirimli) (4 Yıllık);345322.57;10;310790.31;A preference discount of 10% is available (price after discount: 310790.31).
İstanbul Gelişim Üniversitesi;;Psikoloji (%25 İndirimli) (4 Yıllık);637518.6;10;573766.74;A preference discount of 10% is available (price after discount: 573766.74).
İstanbul Gelişim Üniversitesi;;Psikoloji (İngilizce) (%50 İndirimli) (4 Yıllık);425012.4;10;382511.16;A preference discount of 10% is available (price after discount: 382511.16).
İstanbul Gelişim Üniversitesi;;Radyo, Televizyon ve Sinema (%50 İndirimli) (4 Yıllık);380740.27;10;342666.24;A preference discount of 10% is available (price after discount: 342666.24).
